10 13619
5 5 9
5 59 12
6 40 46
6 3 22
3 24 57
6 15 47
7 38 57
4 56 69
8 15 51
4 28 6
7 66 19
4 34 62
5 7 75
7 56 4
1 9 52
3 31 19
8 11 68
10 43 41
7 52 5
1 48 15
2 15 32
1 14 63
8 22 14
5 56 61
6 19 23
5 46 31
2 2 70
7 1 39
4 25 55
7 83 18
2 9 64
6 34 28
7 60 85
8 41 28
10 28 2
8 55 75
2 27 36
4 29 6
5 35 31
7 16 70
5 10 35
3 2 58
2 4 27
7 56 86
5 41 36
3 4 3
3 7 16
4 31 59
8 72 60
1 3 26
8 1 22
8 48 34
3 11 84
5 14 65
4 41 30
3 27 51
7 85 16
8 31 63
5 35 11
7 60 93
5 4 70
7 78 70
4 4 47
4 50 65
4 29 63
8 14 12
3 24 49
1 16 8
6 41 16
7 8 65
10 51 8
2 33 39
10 11 18
5 11 38
7 6 98
3 7 56
3 34 31
3 33 84
7 79 15
8 17 29
4 61 40
2 26 66
5 15 28
4 54 43
5 44 75
4 15 30
2 23 65
5 8 20
6 27 49
2 9 74
10 11 14
6 10 47
7 24 30
5 36 65
4 9 33
3 20 45
1 45 6
7 14 24
2 26 13
1 22 46
4 39 35
8 71 3
1 13 60
7 90 27
2 19 78
8 34 39
2 26 18
8 41 41
10 26 41
2 25 16
7 12 34
8 22 78
7 61 45
5 65 23
8 7 58
1 16 11
3 28 8
10 13 31
5 8 44
5 19 11
7 75 82
5 57 29
2 36 75
8 67 37
10 52 25
5 57 42
7 33 7
1 30 64
2 8 30
3 8 7
10 59 22
3 6 28
5 61 56
5 32 68
7 61 92
5 58 69
5 10 45
5 63 35
7 22 8
3 12 49
6 31 28
4 28 56
3 14 81
7 42 43
3 28 1
6 18 32
10 57 37
5 7 40
7 4 99
8 14 36
5 45 2
8 63 75
6 43 38
7 26 26
7 81 30
4 70 6
1 49 63
8 63 26
1 45 31
5 56 30
8 57 11
6 16 9
4 62 11
3 23 66
10 29 3
6 5 34
4 1 66
1 41 24
10 49 28
1 15 9
4 48 42
7 62 13
3 4 46
7 4 28
7 21 69
10 4 36
4 56 25
2 6 68
3 8 65
8 35 47
8 79 44
8 66 26
4 2 17
1 8 61
8 17 59
8 12 3
8 56 26
4 18 58
2 15 67
5 25 72
6 9 37
7 53 83
4 30 70
10 38 6
2 5 22
3 5 76
8 9 26
7 70 12
7 4 65
4 18 10
3 34 54
5 62 11
3 25 79
2 40 73
4 45 24
5 29 57
10 47 24
7 27 45
10 42 44
10 8 6
5 6 73
4 64 34
8 74 16
3 35 35
4 46 65
2 22 43
10 34 44
7 66 40
5 51 53
7 69 93
4 67 20
7 86 57
8 58 50
7 68 78
7 41 52
1 27 26
8 61 35
8 27 54
5 25 15
6 1 11
3 24 78
8 43 2
1 42 67
8 76 14
2 34 4
6 22 50
3 16 49
4 52 47
7 78 14
7 12 38
2 12 77
8 23 38
8 13 71
5 32 62
4 45 63
7 35 42
8 38 57
5 17 46
10 38 27
2 23 62
1 36 41
5 36 33
10 49 38
1 13 47
3 16 12
7 26 59
10 24 11
8 76 21
1 26 55
7 61 37
4 33 34
2 26 74
10 39 3
4 41 8
7 50 62
10 42 31
1 36 47
1 7 61
4 7 1
4 1 38
7 77 39
10 39 40
4 24 40
5 34 73
10 53 37
8 18 51
3 14 1
5 57 13
3 27 26
7 29 100
5 24 8
8 51 23
8 24 9
7 74 68
5 38 20
7 36 70
4 10 6
4 3 4
1 41 48
6 34 5
2 9 6
10 7 30
2 33 55
6 43 4
8 29 37
10 29 39
1 26 25
8 3 11
8 76 10
10 5 39
7 51 19
7 47 7
7 37 39
8 12 64
3 7 6
8 35 64
2 31 10
1 38 35
5 2 65
1 11 58
5 64 56
8 32 13
1 38 59
7 74 78
10 7 3
8 69 31
4 2 47
8 16 61
2 11 4
5 11 50
4 35 46
1 38 66
7 69 19
6 12 37
1 6 45
6 33 41
8 58 57
5 4 8
5 4 75
4 36 39
10 57 25
7 2 56
2 8 47
4 37 36
3 34 61
10 56 21
8 25 67
7 6 25
10 13 12
7 4 34
1 24 23
10 39 13
7 55 10
7 73 95
8 84 51
7 11 16
3 17 18
10 12 12
4 41 44
7 3 66
8 67 51
1 49 29
8 66 46
1 49 36
6 40 39
7 72 77
10 47 19
10 19 35
8 11 11
8 55 1
5 39 54
7 64 50
4 53 29
7 23 68
8 53 3
7 41 27
4 33 26
3 31 39
8 45 57
1 47 7
3 6 10
2 27 41
3 12 27
8 61 32
8 57 49
7 60 62
10 32 15
7 1 19
8 67 78
8 26 45
3 19 58
4 15 38
4 63 51
6 30 50
4 6 30
8 35 39
1 39 58
5 26 14
5 33 18
2 13 16
1 22 58
8 38 45
2 4 16
5 69 25
4 47 2
6 27 43
7 47 74
3 25 18
7 88 74
8 75 55
4 23 21
7 6 39
7 19 27
1 9 31
8 67 19
5 12 53
7 58 29
4 24 16
10 60 16
5 22 37
4 30 63
5 52 24
10 21 43
10 59 10
3 29 9
3 1 29
7 18 22
3 26 45
4 46 11
5 51 13
10 42 15
7 59 21
1 38 19
1 11 46
4 48 30
6 22 9
5 59 59
5 41 7
6 14 46
4 25 36
3 8 40
7 85 66
7 84 43
7 59 83
2 19 48
8 18 31
8 50 12
4 38 3
4 51 49
2 29 2
8 48 68
2 15 20
1 6 19
4 11 42
2 24 73
8 63 46
3 7 72
7 67 78
3 22 56
8 6 30
2 13 67
8 26 67
4 31 44
3 34 12
8 83 1
5 45 67
10 45 3
8 20 11
8 69 52
5 57 38
7 59 82
3 31 8
10 38 39
8 54 18
7 15 68
2 39 17
8 16 30
8 26 30
5 20 51
7 29 10
4 39 67
5 33 3
2 19 62
7 32 42
5 52 76
6 29 15
8 20 61
1 45 24
3 29 76
8 46 28
10 11 45
3 9 34
8 38 40
10 12 43
10 52 20
7 70 48
5 56 15
8 57 30
7 81 6
7 23 81
4 63 1
4 10 50
4 38 60
7 79 26
4 65 28
5 8 48
7 89 8
7 52 29
7 82 19
1 41 22
6 6 9
1 4 56
7 60 80
5 19 74
5 10 8
8 34 57
2 31 21
3 18 61
2 20 27
8 21 16
5 5 19
8 4 7
5 54 77
8 17 69
10 14 28
2 24 62
7 81 11
5 21 53
1 39 60
4 6 16
7 33 52
7 76 11
8 49 46
5 1 26
10 23 14
10 9 43
8 57 62
1 24 49
7 83 71
7 12 59
5 6 3
1 31 5
8 78 2
4 40 11
10 15 36
5 68 22
5 14 34
8 10 50
8 79 27
1 47 58
7 21 51
4 50 19
5 29 69
5 10 74
1 40 49
1 4 34
8 54 72
3 28 43
8 40 56
10 49 21
4 22 44
3 1 60
2 40 79
4 50 36
5 4 13
3 7 8
7 58 91
7 36 7
7 28 92
7 68 44
4 38 36
6 1 44
5 12 18
2 7 17
10 3 37
10 34 20
8 61 67
6 12 26
5 2 19
8 22 37
1 2 22
5 51 74
2 40 10
7 8 90
3 21 31
4 39 21
7 16 1
10 29 22
2 17 61
8 25 22
6 33 5
8 82 76
4 37 52
8 68 61
6 11 17
8 4 72
2 4 35
8 60 56
8 16 70
7 57 12
3 13 23
4 37 25
4 16 48
7 82 89
8 50 79
2 29 61
4 21 59
7 3 68
3 9 45
1 7 60
3 25 73
2 30 66
7 76 24
7 27 83
2 7 39
7 24 22
6 22 2
2 32 29
3 11 28
5 62 21
4 56 34
8 29 58
5 51 79
7 26 3
6 20 33
7 51 42
7 62 79
1 32 9
6 10 10
4 42 31
8 4 70
2 15 45
5 39 51
1 27 6
1 17 40
7 69 5
8 63 20
2 22 30
8 3 15
4 45 47
7 69 4
5 40 60
2 24 20
5 12 13
6 18 46
7 82 29
5 41 58
7 33 89
4 18 16
4 45 15
4 1 8
7 4 74
7 80 43
5 29 72
4 61 19
1 41 18
10 56 26
7 78 29
1 18 14
2 33 42
7 14 52
3 25 60
5 3 21
4 54 51
10 36 43
3 15 80
6 22 34
3 15 73
4 10 52
7 24 82
4 30 33
3 12 44
6 11 39
7 1 20
4 48 56
7 36 5
7 84 74
7 63 74
4 43 56
2 9 37
4 3 12
7 25 97
7 44 24
6 11 35
3 2 29
8 3 68
7 8 44
10 55 8
7 56 64
10 55 21
4 53 9
5 30 22
2 32 52
7 32 79
3 21 18
1 28 15
5 44 10
4 43 50
10 6 10
7 48 12
10 44 37
5 40 76
8 1 36
5 54 43
8 31 4
1 48 37
4 63 9
6 22 31
1 3 7
7 28 97
5 63 62
1 28 11
3 5 48
9 10 11
4 26 36
5 47 15
3 10 40
5 34 67
3 29 36
7 42 46
2 10 37
5 60 47
5 27 10
6 14 11
7 32 38
10 17 20
1 39 46
5 27 78
5 43 49
5 46 47
7 16 22
5 46 71
7 10 5
5 5 13
10 40 28
4 65 2
5 36 34
8 24 21
4 64 10
10 17 28
8 27 64
8 44 17
8 55 76
1 46 25
8 40 1
5 10 47
1 4 18
5 15 38
10 1 45
8 34 30
7 2 68
2 32 11
10 39 23
8 84 43
4 35 18
4 2 35
8 80 30
3 17 76
8 57 64
5 44 39
8 52 63
7 59 75
6 37 44
7 76 23
8 14 58
2 17 72
7 56 75
7 59 49
7 13 51
5 66 30
1 33 32
6 32 46
1 39 59
10 19 1
5 34 22
7 59 79
9 1 20
2 27 3
10 34 34
5 38 4
6 38 32
7 52 31
5 41 8
10 7 36
7 46 58
4 37 2
6 14 5
3 2 46
10 48 22
2 18 60
4 37 31
5 70 78
6 39 5
5 13 11
4 31 11
7 82 55
7 65 10
3 1 85
2 11 70
7 42 15
7 79 29
4 38 34
4 39 70
2 37 34
7 79 99
7 62 58
10 31 30
3 14 84
2 5 55
10 8 17
6 38 42
8 45 43
1 35 68
6 32 15
1 16 30
8 16 54
7 29 70
8 85 60
2 25 15
4 2 19
4 16 43
10 16 22
6 37 13
8 2 70
8 62 14
5 35 29
4 38 52
8 63 23
5 63 29
7 28 61
10 39 27
4 29 48
7 89 43
2 23 64
6 10 27
2 24 36
8 35 25
4 30 34
3 34 52
3 14 47
8 3 21
4 68 64
8 5 43
4 62 20
4 2 65
6 25 37
1 43 64
8 46 45
1 26 16
7 53 43
8 11 45
1 40 20
8 50 34
3 22 35
1 30 20
5 34 13
5 11 2
5 32 64
1 23 13
10 37 32
7 2 57
5 57 79
8 57 22
2 17 76
1 21 45
4 15 54
4 1 47
2 15 39
8 17 64
7 3 25
1 3 3
6 40 30
2 17 47
6 43 1
8 42 12
8 4 38
10 57 38
7 87 46
10 28 36
4 61 9
7 62 35
1 21 5
5 68 30
8 84 74
7 34 14
2 23 45
2 35 25
8 31 60
6 42 4
4 3 13
5 5 34
8 73 56
3 6 1
1 18 28
1 16 57
6 37 30
7 64 81
3 31 3
7 88 85
8 56 1
8 51 48
10 20 34
5 7 34
3 2 23
7 4 30
1 7 46
1 36 31
8 51 79
8 39 44
1 24 42
1 19 22
1 36 34
3 4 17
2 16 69
7 1 10
2 38 69
6 10 29
7 57 60
4 36 3
3 16 53
4 23 60
10 55 23
8 55 67
3 13 16
8 67 45
8 17 56
7 53 71
1 5 33
7 53 25
4 27 5
1 45 4
7 87 18
7 37 40
8 58 24
8 73 54
5 2 63
3 19 32
10 15 20
7 79 4
8 28 42
5 44 48
4 52 66
10 52 43
7 68 10
4 28 32
5 19 18
7 88 92
5 18 28
8 2 61
7 54 73
2 31 60
2 14 18
1 41 35
1 28 42
5 69 48
5 34 34
4 21 48
10 34 31
7 43 97
10 15 37
10 6 38
9 16 11
4 19 33
1 31 58
8 14 63
5 53 79
7 24 57
6 26 23
4 1 57
7 32 74
5 9 56
2 20 67
2 20 10
7 52 21
6 42 38
5 47 4
4 64 49
7 50 35
3 7 24
4 6 20
5 4 18
2 39 34
3 8 29
3 4 69
8 71 54
1 9 14
7 25 95
5 61 25
4 33 64
5 66 69
8 85 7
5 27 39
10 44 21
6 40 3
4 16 30
5 64 39
7 87 34
8 39 77
10 30 1
5 60 17
4 26 21
5 31 79
4 41 34
3 1 37
1 7 35
7 50 82
5 61 14
1 45 58
3 26 19
5 6 60
4 60 56
10 10 6
3 26 75
2 30 77
5 49 49
4 70 17
10 13 44
10 46 29
4 13 44
8 66 45
4 37 45
7 5 82
8 42 4
5 28 33
5 36 29
4 19 70
7 2 97
3 6 49
7 79 8
8 51 59
5 68 80
5 60 30
4 68 36
3 19 62
8 21 79
3 11 90
10 33 17
6 40 13
10 15 33
8 69 5
3 22 41
2 11 24
6 20 48
5 52 31
4 10 45
4 44 42
7 47 47
5 31 69
1 44 18
8 56 45
8 69 15
7 49 47
7 19 71
7 1 36
5 34 63
7 87 78
3 19 89
3 1 50
3 12 42
3 16 21
7 88 8
4 1 65
7 40 58
8 80 46
5 32 57
2 1 69
5 17 34
3 9 16
2 26 75
8 39 59
8 17 79
7 61 1
7 10 91
8 19 75
8 43 41
4 34 22
7 22 57
8 60 46
7 87 52
3 1 48
2 33 80
5 5 1
5 3 15
4 2 13
5 15 23
4 34 43
5 24 20
10 22 24
8 35 41
4 62 46
7 85 85
7 80 79
10 57 20
8 36 71
10 30 8
1 49 21
7 57 38
2 34 10
5 65 45
1 17 34
7 40 1
7 9 2
4 37 32
5 53 33
5 58 27
8 37 1
4 69 14
3 12 90
3 21 2
2 1 16
5 62 70
8 24 4
2 37 22
1 34 38
3 6 32
10 38 7
8 16 32
1 29 37
8 21 25
5 25 1
6 44 47
3 27 48
8 7 64
5 36 44
4 57 21
5 66 41
10 60 36
1 43 33
7 40 91
8 7 62
8 49 48
7 80 55
3 4 36
3 7 58
4 11 68
6 26 5
3 11 8
4 16 39
4 61 50
8 61 1
2 21 18
4 8 66
3 26 73
8 39 28
4 20 49
8 59 5
7 61 71
1 3 52
7 34 3
3 26 80
8 76 48
1 26 35
5 53 15
8 83 80
3 1 27
10 47 26
5 43 24
1 48 58
5 22 6
3 5 47
5 13 41
7 30 26
8 41 22
7 12 68
4 45 2
5 11 48
4 40 64
8 17 4
8 31 2
6 26 12
1 46 1
3 29 66
8 11 63
10 60 6
5 14 39
8 46 15
8 58 60
7 42 52
8 57 13
10 34 38
4 60 19
4 49 37
3 7 68
5 26 59
5 35 40
6 45 18
5 22 41
6 27 3
8 21 18
7 12 48
1 29 58
7 73 24
1 17 65
5 49 21
2 35 3
7 14 61
8 9 31
10 5 38
7 48 97
5 62 33
5 7 23
10 17 6
3 22 42
8 12 4
1 30 34
8 52 5
5 50 10
4 10 31
3 16 55
5 38 68
5 70 52
4 55 32
6 39 32
5 26 39
10 58 18
4 57 13
4 29 12
4 56 27
5 10 24
7 38 62
8 20 51
4 17 38
4 28 44
3 23 10
10 45 43
4 34 9
4 44 60
4 63 42
5 36 3
5 64 60
4 8 11
8 18 64
1 8 18
10 18 36
4 54 36
8 82 39
10 20 42
8 2 6
7 65 48
4 17 58
4 19 43
1 43 59
10 31 6
5 38 54
7 87 27
3 35 58
4 69 32
2 26 39
3 26 77
7 59 37
8 55 21
5 21 23
5 34 41
7 24 49
7 41 6
5 41 35
10 36 2
8 53 71
5 39 25
1 4 6
7 66 76
1 34 32
5 68 68
10 5 42
1 12 47
4 14 68
4 42 27
5 18 62
6 34 21
4 23 64
4 39 36
7 20 94
8 25 72
8 79 1
3 4 35
8 76 55
5 13 5
3 6 88
2 11 17
8 79 74
1 32 39
8 48 36
7 89 93
10 6 3
7 55 68
6 16 5
8 11 7
2 33 9
4 6 12
4 51 48
5 55 69
4 67 55
4 29 2
8 20 20
6 21 43
10 21 38
1 29 70
5 48 68
5 32 67
8 1 74
10 28 26
3 18 79
8 30 59
6 22 16
7 85 43
1 13 49
4 14 64
7 18 65
2 7 23
6 13 46
7 28 33
5 16 26
4 44 57
2 12 20
4 32 40
8 56 64
2 19 20
7 14 32
5 2 62
7 33 77
1 45 15
10 53 27
10 43 18
8 7 4
5 42 73
8 75 28
7 47 54
10 12 33
8 36 26
7 5 77
8 40 73
3 10 66
8 43 61
3 17 59
4 43 31
5 13 21
8 47 60
6 25 9
10 14 37
10 34 2
3 9 75
3 32 69
8 85 27
7 6 83
7 36 69
10 18 29
5 19 69
4 13 8
4 40 20
4 7 4
5 57 59
5 69 68
7 41 19
2 40 49
8 51 69
7 41 78
4 27 68
7 15 90
7 27 46
5 31 74
5 33 38
3 16 26
8 49 80
7 33 36
7 71 6
8 12 59
3 6 34
10 58 10
5 39 17
1 17 2
7 61 51
4 67 66
1 41 2
5 24 49
1 42 29
4 68 41
5 6 64
8 67 30
7 29 72
8 70 41
8 24 40
4 53 33
7 18 94
7 66 77
8 19 12
8 82 14
7 50 86
7 5 91
2 6 9
1 15 6
4 14 62
3 20 69
6 16 44
8 47 56
7 3 40
1 24 45
5 53 60
7 85 9
8 28 38
2 34 55
4 37 56
8 72 22
8 33 55
7 64 38
4 20 42
3 35 79
7 24 41
5 47 58
5 39 44
4 10 54
2 29 77
2 3 48
5 34 6
8 77 69
6 15 48
1 34 53
6 35 30
2 7 64
4 34 44
5 49 69
2 1 64
5 11 29
3 3 50
4 59 24
8 26 28
8 69 22
5 37 16
4 60 39
3 5 35
7 65 71
4 38 23
3 15 26
8 71 51
7 47 99
2 18 20
4 3 59
3 9 17
1 4 54
2 23 23
5 19 80
1 5 19
7 21 47
6 5 18
5 12 74
4 3 65
7 89 57
7 27 26
5 59 10
5 58 74
10 59 32
6 9 40
5 22 44
4 32 9
7 51 26
5 64 22
10 30 23
4 39 58
5 44 68
8 71 76
7 61 70
4 37 54
7 67 87
7 32 34
4 8 16
7 78 58
4 32 48
7 30 2
10 24 22
8 80 40
7 51 7
8 70 44
6 36 5
2 20 37
8 65 3
7 71 24
7 1 49
2 3 68
8 56 44
5 24 38
6 1 30
2 35 39
1 46 48
4 8 40
7 76 76
1 10 41
10 9 3
8 5 59
8 50 74
7 12 69
6 30 17
4 6 51
7 40 31
5 46 26
7 69 18
2 33 76
7 32 11
7 81 65
5 68 19
5 3 19
5 19 76
4 41 53
4 18 26
10 42 17
8 64 77
8 81 51
1 44 43
5 12 50
3 24 33
1 38 13
1 47 59
6 20 34
8 21 76
10 10 35
1 36 48
5 31 52
10 44 22
4 23 31
8 81 38
7 77 91
1 44 53
4 64 12
3 3 40
7 18 48
8 13 60
8 57 71
2 20 62
8 11 40
10 41 44
1 8 58
8 66 77
2 29 4
5 51 54
8 42 13
7 72 73
7 21 86
4 66 64
2 30 61
7 52 35
4 50 56
2 28 23
5 57 14
5 58 49
4 65 33
8 74 47
8 45 30
5 58 65
4 28 59
6 25 42
8 40 52
7 52 69
5 64 18
1 27 19
2 21 70
3 30 26
8 85 72
6 9 50
7 86 55
4 6 2
5 5 55
8 74 46
5 50 71
4 54 32
8 35 2
4 6 1
3 9 77
1 23 46
5 25 30
3 22 54
4 6 39
8 20 31
2 20 45
8 46 3
1 49 47
1 8 40
5 43 63
7 78 98
5 15 9
7 70 72
1 46 26
6 22 14
7 60 33
3 31 62
10 24 15
4 23 48
5 47 46
3 24 27
8 39 9
3 12 53
3 9 49
7 85 37
4 61 22
1 14 16
2 22 4
1 15 59
8 4 49
4 10 60
8 9 66
8 3 30
10 25 27
5 1 63
4 28 46
7 11 63
5 55 20
1 7 48
7 26 75
6 34 35
1 28 38
7 74 58
3 11 32
6 34 45
7 43 41
2 2 75
7 20 33
10 42 23
4 64 63
4 38 35
3 5 19
1 27 50
5 56 19
5 2 49
4 42 49
3 22 80
7 62 33
6 10 8
1 10 15
8 66 20
4 16 56
6 20 25
4 58 6
1 47 67
1 12 54
2 39 60
5 68 10
5 10 48
2 15 44
7 10 59
8 9 39
10 13 34
8 70 37
4 70 48
5 3 55
3 2 12
7 49 18
1 23 58
8 39 31
6 33 6
2 37 18
3 30 75
2 10 68
7 7 32
7 19 29
5 3 70
8 26 18
8 85 74
8 29 72
5 16 78
8 60 37
6 11 6
5 37 64
1 39 25
6 5 39
8 49 21
1 10 30
10 23 32
4 18 44
3 11 71
10 43 2
6 30 8
2 6 39
7 83 77
8 75 80
7 20 31
7 84 17
7 58 4
5 18 7
4 35 15
8 8 36
10 22 21
7 24 11
5 43 29
1 19 15
5 25 27
2 26 24
4 70 44
1 26 52
1 6 18
4 55 44
4 46 60
8 36 73
8 45 44
7 72 60
1 39 66
8 47 5
2 28 2
2 33 47
7 90 48
4 5 53
8 15 24
10 31 31
4 15 60
7 37 93
3 20 83
5 42 41
6 22 35
10 34 41
5 12 16
4 6 66
8 38 72
6 5 32
5 61 23
8 39 40
7 63 21
5 15 61
3 13 4
5 29 21
7 31 56
8 46 53
6 25 18
8 44 65
5 49 71
8 12 17
7 2 84
4 11 69
5 70 76
5 26 43
8 6 59
10 15 24
5 35 72
3 19 14
2 6 29
7 14 85
7 90 13
2 19 38
2 15 64
8 83 64
5 9 44
3 18 60
7 20 96
5 47 22
8 79 45
4 18 50
2 33 36
8 4 39
4 14 21
5 17 28
10 50 19
10 31 8
1 2 36
5 53 27
1 29 14
1 18 70
10 35 12
6 24 46
8 65 28
8 77 50
1 6 13
3 23 88
10 21 25
2 31 73
2 18 13
7 20 89
1 27 63
3 31 48
6 18 40
4 32 39
3 25 11
7 39 95
8 7 11
3 4 9
3 11 19
7 90 73
1 23 14
7 14 87
7 4 68
5 22 61
7 87 83
1 21 66
8 8 76
10 36 3
4 64 23
8 77 21
3 13 18
10 7 8
8 60 64
4 33 54
8 56 41
4 2 15
4 53 67
7 78 55
2 11 8
10 26 38
6 24 47
10 31 43
5 7 54
7 65 91
4 31 45
10 21 26
2 8 65
5 2 70
2 4 55
2 16 9
10 52 4
7 11 47
4 8 26
1 11 8
4 26 67
8 2 73
5 18 74
5 52 49
4 32 57
10 14 18
7 36 65
8 50 53
3 21 69
7 47 8
6 20 11
4 51 67
2 36 61
4 16 46
10 23 13
7 90 66
8 15 5
7 7 95
7 61 57
8 5 12
3 23 64
2 5 62
3 35 48
8 46 71
8 28 15
5 4 46
10 4 8
2 8 16
8 34 73
4 8 9
10 45 37
7 7 92
1 27 11
5 9 64
3 20 43
10 13 3
4 33 8
5 17 21
4 61 26
7 86 20
3 23 67
1 3 45
2 10 40
5 38 50
10 38 18
1 11 21
10 49 29
4 52 4
8 24 20
4 65 23
10 43 8
1 36 62
4 1 51
8 41 24
7 78 4
1 7 10
6 17 29
8 34 7
4 10 57
5 69 37
5 27 42
7 57 95
3 20 82
1 31 34
5 59 67
8 43 46
5 37 7
10 37 28
8 59 38
7 78 80
1 37 9
3 26 36
5 19 65
8 37 16
2 13 56
3 34 22
1 37 22
4 68 57
5 69 18
7 50 44
7 71 18
3 24 22
6 10 26
7 21 29
7 57 13
8 33 40
4 17 8
7 90 95
7 13 34
4 46 67
8 15 56
8 66 59
10 55 27
4 70 30
7 42 41
4 1 48
1 11 31
3 29 87
8 25 33
5 48 14
4 47 27
2 33 27
5 27 1
7 65 17
4 63 38
2 33 34
5 50 32
8 58 2
1 28 22
7 14 58
5 27 19
1 9 16
5 29 77
7 1 43
1 31 2
7 44 65
6 35 20
1 28 44
8 11 76
1 15 37
5 49 62
4 34 66
4 55 13
3 30 51
4 2 4
5 13 8
2 9 77
10 5 8
8 15 65
8 39 50
7 76 88
2 3 6
5 19 6
7 47 36
10 35 34
8 20 39
7 12 88
7 48 68
8 45 48
8 21 57
10 18 24
2 9 44
5 16 67
5 51 16
8 43 29
10 45 18
2 8 7
8 80 20
8 12 58
1 33 52
7 49 60
10 55 43
3 30 46
2 11 35
4 63 21
8 18 22
10 18 4
10 40 2
7 54 13
7 90 89
7 49 63
7 69 87
5 62 28
4 8 70
4 46 19
3 2 28
8 62 68
4 29 35
4 42 36
4 39 6
2 6 32
4 35 3
4 15 52
2 3 32
3 21 54
8 38 19
5 17 18
4 39 55
5 3 54
7 9 8
4 2 2
1 25 10
8 8 46
4 28 69
4 9 52
2 16 48
7 18 43
4 25 34
8 65 5
2 9 11
7 24 10
8 66 16
2 17 43
4 61 7
4 1 19
7 24 3
10 18 38
3 15 15
7 24 32
1 40 16
4 11 29
4 53 61
4 6 10
7 69 99
7 12 40
1 47 44
5 69 63
7 68 70
7 90 62
4 40 25
5 13 9
4 21 10
2 38 27
3 19 2
8 7 17
7 42 84
8 46 13
1 30 7
2 36 67
5 13 35
8 41 33
4 24 43
7 65 90
7 83 72
2 27 34
5 27 72
3 19 68
10 8 40
4 8 67
5 29 64
5 70 42
4 13 39
1 29 54
2 7 79
1 22 39
7 28 44
4 67 16
10 31 19
3 2 31
5 64 32
7 43 44
7 83 59
4 32 17
8 70 14
1 15 64
5 6 19
7 5 67
7 4 71
1 31 40
5 30 62
8 32 43
3 33 53
6 40 2
5 43 3
4 41 10
7 11 44
10 25 25
8 67 74
4 63 30
5 45 11
3 32 56
4 35 31
5 55 17
10 43 44
7 89 80
6 29 25
6 28 30
1 35 31
1 15 27
2 12 71
7 85 3
3 15 57
7 50 42
7 59 62
4 13 58
4 66 60
1 3 65
10 8 39
5 38 79
6 19 16
8 35 21
4 69 70
7 16 26
3 2 77
5 43 34
8 45 77
6 14 49
7 61 6
7 62 36
5 16 75
8 6 45
5 7 17
5 62 32
10 35 8
5 3 31
7 40 48
6 45 6
5 33 1
5 37 44
10 10 13
1 49 30
8 50 56
7 3 89
1 47 40
2 10 35
7 31 20
1 19 37
1 17 66
7 58 34
4 64 42
7 2 7
5 29 66
2 19 56
1 41 41
3 34 70
7 82 87
7 15 72
1 8 11
7 23 98
8 52 10
3 5 3
7 18 21
7 16 72
4 65 4
4 8 29
2 32 60
5 51 39
8 72 53
3 24 63
8 28 48
2 29 33
1 39 27
6 42 3
5 29 59
4 52 32
4 68 45
1 2 61
8 67 61
7 83 91
1 39 6
2 22 61
7 13 65
5 31 34
4 27 55
8 13 64
6 10 38
10 28 32
4 29 64
6 16 7
1 44 17
5 59 7
3 30 40
7 3 88
7 40 65
6 20 24
7 66 56
1 21 33
2 7 73
8 53 16
4 14 39
3 13 7
8 75 12
8 73 40
5 25 59
4 5 14
3 16 44
4 48 5
6 20 2
7 19 14
4 37 17
4 44 51
8 4 67
2 22 36
5 52 4
5 6 1
7 38 100
6 11 2
8 49 68
8 46 58
8 43 9
8 53 1
2 25 31
8 2 35
5 25 57
2 38 7
1 6 8
5 19 49
6 19 48
5 62 18
5 14 45
7 38 25
4 63 33
5 34 68
8 10 5
5 32 5
3 9 27
2 5 74
5 24 60
6 31 21
3 19 6
10 18 1
7 75 51
2 4 24
8 42 9
4 38 12
5 42 31
1 40 56
5 15 55
4 57 58
1 29 32
5 29 16
4 56 45
4 8 21
8 9 63
4 24 61
7 73 58
1 7 38
7 8 5
4 47 59
3 9 81
5 13 26
1 41 42
8 15 69
2 29 15
8 18 76
7 77 96
7 58 99
3 6 8
8 42 53
7 31 9
5 60 23
1 21 28
4 8 13
7 79 93
7 11 1
5 1 33
5 6 80
1 43 43
5 16 49
1 1 57
2 29 73
4 38 65
1 34 5
1 8 43
4 1 35
7 65 50
5 31 24
7 21 94
2 11 25
5 39 56
1 27 23
10 1 22
8 49 33
3 34 46
8 81 18
7 43 64
2 7 7
2 28 37
10 30 9
7 31 53
8 28 39
4 43 23
1 41 32
8 63 53
5 2 78
5 67 2
7 42 93
2 27 27
3 16 59
5 33 71
4 41 59
6 17 12
1 6 66
7 78 90
1 24 63
4 21 7
7 89 98
2 27 2
5 61 5
7 25 94
5 10 17
1 5 69
8 29 6
4 3 44
8 70 78
8 19 68
1 11 67
10 41 39
5 7 28
7 33 11
7 71 14
4 48 27
8 82 63
8 69 79
8 45 28
7 20 3
10 13 18
4 57 18
7 31 63
7 9 16
7 68 31
8 22 12
6 21 29
5 63 73
3 35 51
7 66 46
7 43 52
1 33 8
4 41 38
4 1 2
8 26 59
7 44 30
3 33 34
10 41 21
2 24 38
10 20 27
7 81 68
3 2 52
3 21 41
8 15 26
7 15 27
7 43 38
3 30 9
8 79 29
7 75 25
10 21 44
8 7 70
8 79 12
8 45 61
1 14 24
7 61 14
6 14 20
1 47 4
5 67 32
4 22 14
4 15 55
8 75 29
